Klinik_Name,Title,Department,Date,Review,Rating
MediClin Klinikum Soltau,O.K.,Orthopädie,02.02.2018,"['Eine Klinik in der die grundsätzlichen Abläufe hervorragend funktionieren.', 'Die ""Reihenfolge"" der verordneten Therapien ist allerdings oft ziemlich konfus und dadurch leider etwas kontraproduktiv. Ein Punkt an dem die Therapieplanung vielleicht etwas schrauben sollte.', 'Alle Therapien sind auf kurzen Wegen erreichbar und absolut ausreichend. Die Therapeuten verstehen Ihre Arbeit und machen einen guten Job. Von Ärzten und Pflegepersonal war während des Aufenthalts nicht viel zu sehen, wobei diese in meinem Fall aber auch nicht so wirklich benötigt wurden.', 'Nach Freigabe durch den Stationsarzt besteht zudem täglich die Möglichkeit  nach Therapieende das vorhandene Schwimmbad oder den Fitnessraum zu nutzen.', 'Die Zimmer sind freundlich eingerichtet, sauber und mit allem was den Aufenthalt etwas angenehmer macht ausgestattet.', 'Wer halbwegs gut zu Fuß ist kann den unmittelbar angrenzenden Böhmewald für Spaziergänge oder auf gut ausgeschilderten Nordicwalkingstrecken recht gut nutzen.', 'Die Mahlzeiten sind etwas gewöhnungsbedürftig,- man wird satt, das ist aber auch schon alles.', 'So richtig schmecken tut hier nichts !', 'Alles in allem aber eine Rehaklinik die ich ohne Bauchschmerzen empfehlen kann.', 'Ist ja schließlich kein Firstclass-Hotel.', 'Letztendlich muss sich eh jeder selbst seine Meinung bilden.']","['', '', 'Gesamtzufriedenheit:', 'zufrieden', '', 'Qualität der Beratung:', 'zufrieden', '', 'Mediz. Behandlung:', 'zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
MediClin Klinikum Soltau,bleibt gelassen,Orthopädie,24.11.2017,"['DIE ERSTE WOCHE WIRD LANGSAM ANGEGANGEN;UND WENN MAN SCHMERZEN HAT IST ES AUCH GUT SO;', 'DIE ANLAGE LIEGT IM WALDGEBIET SOMIT IST DER EMPFANG MIT TELEFON TEILWEISE SCHLECHT,ÜBER DER HAUSANLAGE FÜR 35 EURO-3 WOCHEN-HAT MAN EINEN GUTEN WLAN-Z.ZT.KANN MAN ÜBERS FESTNETZ KOSTENLOS AUF DEM ZIMMER ANGERUFEN WERDEN,', 'DAS ZIMMER SUPER UND DAS BETT HAT SOVIEL EINSTELLMÖGLICHKEITEN,', 'ZUM ESSEN;WER HAT 5 BRÖTCHENSORTEN ZU HAUS BEIM FRÜHSTÜCK ?.BROT ALLE SORTEN.', 'MITTAGESSEN: GIBT ES BEI DEN AUFREGER JEDEN TAG GÄNSE UND ENTEN,SOWIE SCHWEINEBRATEN?:', 'ICH WAR ÜBERRASCHT ,ES WERDEN 3 GERICHTE ANGEBOTEN.', '14 UHR GIBT ES AUF ETAGE KAFFE-OHNE KUCHEN-', 'ABENDESSEN:GROSSEN AUSWAHL-', 'MAN MUSS SCHON AUFPASSEN DAS MAN NICHT ZUVIEL ISST.', 'ANWENDUNGEN AM TAGE IST HALT DER TAGESABLAUF,UND REGT EUCH NICHT SO AUF,IHR HAB DOCH ZEIT:', 'ER WIRD WIEDER.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'zufrieden', '', 'Mediz. Behandlung:', 'zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
Heidekreis-Klinikum GmbH - Krankenhaus Walsrode,Alles super! Gynäkologe kann absolut empfohlen werden,Entbindung,23.02.2021,"['Ich habe im Februar 2021 im Heidekreis-Klinikum Walsrode entbunden und bin super zufrieden . Alle sind sehr hilfsbereit und geben ihr Bestes. ', 'Ich kann das Krankenhaus jedem weiterempfehlen. ', 'Es hat alles sehr gut geklappt .']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
Heidekreis-Klinikum GmbH - Krankenhaus Walsrode,Kompetente Ärzte und tolle Mitarbeiter,Gastrologie,03.02.2021,"['Ich war am 28.01.21 ambulant zur Koloskopie mit Polypenentnahme in der Klinik und bekam abends leider  Blutungen. Nachdem ich in der Klinik angerufen habe , sollte ich sofort hinkommen. In der Notaufnahme wurde ich von einem super tollen Team aufgenommen und betreut. ', 'Nach einem erneuten Eingriff am nächsten Tag wurde ich vorsichtshalber erst intensiv betreut und anschließend  auf die normale Station verlegt. ', 'Überall wurde ich freundlich, zuvorkommend und sehr kompetent behandelt. ', 'Ich habe ein tolles Team kennengelernt und habe mich immer sicher gefühlt.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
Heidekreis-Klinikum GmbH - Krankenhaus Walsrode,Schlechtes Fachwissen,Hero9680,12.01.2021,"['In diesen Krankenhaus Arbeiten Ärte die nicht der Deutschen Sprache mächtig sind. Und haben fast kein Fach Wissen.', 'Es ist ein sehr schlechtes Krankenhaus']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden', '', '', '']"
Heidekreis-Klinikum GmbH - Krankenhaus Walsrode,Sturzgeburt einsam und allein auf dem Klinik WC,Entbindung,10.11.2020,"['Ich habe überwiegend gutes über das Heidekreis Klinikum gehört und auch selber erlebt (Bsp. Notaufnahme) aber die Geburt meiner Tochter am 10.10.2020 war der absolute Horror einer jeden Person.', 'Vorab erstmal ich bin ziemlich früh Schwanger geworden und jetzt mit 18 Jahren Mutter. ', 'Die Geburt musste leider aufgrund von zuwenig Fruchtwasser eingeleitet werden,insgesamt war ich ca. 10 Stunden in den Wehen also recht schnell für das erste Kind. ', 'Nur leider war ich gezwungen meine Tochter einsam und allein auf dem Klinik WC zur Welt zu bringen. ', 'Ich habe mehrmals den Notfall Knopf gedrückt und unter Schmerzen versucht zu erklären, dass die Schmerzen jetzt anders sind, als wenn mein Körper von alleine versucht zu pressen. Jedesmal wurde nur abgewunken und gemeint, dass es bei mir noch dauert.. ', 'Ja, nein.. ', 'CA. 20 Minuten später lag meine Tochter dann IN der Toilette. Der Schock war sehr groß, zusätzlich kam eine heiden Angst auf da sie weder geschrien noch geatmet hat. ', 'Zum Glück geht es ihr gut, dennoch die Angst um Folge Schäden bleibt und wird auch niemals verschwinden.. ', '', 'Überlegt es euch bitte nochmal gut bevor Ihr ins Klinikum Walsrode geht..']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden (Unzuverlässig)', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden', '', '', '']"
Heidekreis-Klinikum GmbH - Krankenhaus Walsrode,Sehr gute Betreuung!,Chirurgie,09.07.2020,"['Bei mir musste in der letzten Woche ein größerer Polyp aus der Darmwand entfernt werden. Zunächst hatte ich überlegt, ob ich für solch einen Eingriff ins Walsroder Krankenhaus gehen kann oder mich besser in Hannover oder anderswo behandeln lassen sollte. Ich habe mich für Walsrode entschieden uns dies nicht bereut. ', '', 'Bereits die vorangegangen Behandlungen und Gespräche mit den Ärzten hatten mich überzeugt in guten Händen zu sein. So konnte ich halbwegs entspannt in die OP gehen und bin von der Vorbereitung und dem Ablauf restlos angetan. Ich lernte ein Ärzte- und Pflegeteam kennen, das kompetent, freundlich und immer hilfsbereit gewesen ist und sogar noch vor der OP ein paar nette Worte mit mir wechselte. Herzlichen Dank dafür. ', '', 'Für das Pflegepersonal wünsche ich mir, dass die Arbeit im HKK wieder auf mehr Schultern verteilt werden kann. Besonders die Schwestern leisten Schwerstarbeit. Sie geben sich große Mühe, den Patienten gerecht zu werden und werden zerrieben zwischen ihrem Anspruch an ihren Beruf und der Wirklichkeit auf der Station. ', 'Hier muss unbedingt wieder ein Umdenken stattfinden, was durch Corona ganz deutlich geworden ist.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
Heidekreis-Klinikum GmbH - Krankenhaus Walsrode,Gerade jetzt,Verstoß melden,29.03.2020,"['Wir danken dem ganzen Team für die absolut kompetente Versorgung unseres Vaters /Schwiegervaters nach Darmverschluss und Magenbluten aufgrund Macumareinnahme.Ohne euch wäre er nicht mehr am Leben. Dies ist zwar schon einige Zeit her, aber gerade jetzt ist es uns wichtig, eure Arbeit zu würdigen. Wir hoffen und wünschen uns dass Ihr alle auch in dieser schweren Zeit weiter so engagiert weiter machen könnt, ohne selbst krank zu werden. Wir bleiben zu Hause, für euch, eure Familien und unsere alten Angehörigen. Das Wort ""DANKE "" ist hier von jedem angebracht, auch wenn es nicht im entferntesten das würdigen kann, was ihr leistet und euch abverlangt. wird. Passt auf euch auf!! Alles Liebe und Gute für Euch und eure Familien.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
Heidekreis-Klinikum GmbH - Krankenhaus Walsrode,Scharff,Verstoß melden,06.12.2019,"['Gute Behandlung. Notaufnahme,Intensivbehandlung,Station alles gut.Sehr freundlich ', 'Ärzte gutes Fachwissen.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
Heidekreis-Klinikum GmbH - Krankenhaus Walsrode,Das braucht wirklich niemand,Frauen,28.11.2019,"['Ich kann jedem nur empfehlen, in eine andere Klinik zu fahren. ', '', 'Ich habe mich leider hier ambulant operieren lassen, und das habe ich sehr bereut. Bei der Unterleibs-OP wurde ein Harnleiter durchtrennt. Leider hat der Arzt das nicht bemerkt und mich mit starken Schmerzen nach Hause geschickt. Beim Notdienst 3 Tage später wurde eine angebliche Nierenbeckenentzündung diagnostiziert, was natürlich Quatsch war. Antibiotikagabe und wieder nach Hause. Keine genaue Untersuchung, kein Ultraschall, gar nichts. Eine Woche später stationäre Aufnahme, da war der Bauch voll mit Urin. Geschlagene 2 Tage nach der Einweisung wurde im CT dann festgestellt, dass der Harnleiter durchtrennt war und dass während der OP Keime in den Unterleib gelangt waren. Glückwunsch!! Es folgte ein zwölftägiger Aufenthalt in Walsrode mit diversen Antibiotika und einer neuen OP, um den Abszess (verursacht durch die Keime) zu entfernen.', '', 'Glücklicherweise wurde der Pfusch in einem anderen Krankenhaus wieder repariert, aber ich hatte eine viermonatige Leidensgeschichte hinter mir, da die Reparatur erst im Oktober stattfinden konnte. Von den Schmerzen möchte ich lieber nicht berichten, es war unerträglich. Insgesamt bin ich bis jetzt sechs Monate krankgeschrieben und werde im neuen Jahr mit der Wiedereingliederung beginnen. ', '', 'Nach der Reparatur-OP habe ich jetzt eine ca. 10 cm lange senkrechte Narbe am Bauch, eine Narbe an der rechten Niere, wo der Nierenkatheter war und eine Narbe von der Drainage nach der OP.  Und die ursprüngliche Operation, bei der der Harnleiter durchtrennt wurde, war nur eine Kleinigkeit, laut operierendem Arzt.', '', 'Bitte suchen Sie sich für Operationen ein anderes Krankenhaus.']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
Heidekreis-Klinikum GmbH - Krankenhaus Walsrode,Der Tod ist nah,Chirurgie,14.08.2019,"['Das ist das schrecklichste Krankenhaus was in Walsrode gibt, fängt bei Kleinigkeiten an zum Beispiel falsche Diagnosen geschweige denn es werden Patienten nach Hause geschickt mit Gallensteine, die seit fast 14 Tagen nichts mehr essen. Ich würde dieses Krankenhaus nicht weiter empfehlen, da keine vernünftigen Ärzte geschweige denn Personal vor Ort. Liebe Patienten fahrt lieber weiter weg!']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden', '', '', '']"
Heidekreis-Klinikum GmbH - Krankenhaus Walsrode,Unsauberkeit,Rike32,12.07.2019,"['Also innerhalb meines Krankenhausaufenthaltes von fünf Tagen, wurde nicht einmal der Boden gewischt. Es wurde nach meiner OP nicht einmal das verschmierte Laken mit dem ich aus dem OP kam und ins Bett gelegt wurde, gewechselt. Ich lag da in meinen eigenen inneren Sekreten, der OP, und das 5 Tage. Bei der Bitte, des Reinigungspersonals, meiben Tisch einmal abzuwischen, wurde nur gesagt, dass dürfen wir nicht. Das müssen sie schon selbst machen oder der Schwester Bescheid geben. Ferner ist es mittlerweile so, dass man zum Abendbrot ca 18-18:30 nur noch eine Scheibe Brot bekommt, dass war mal anders. Zumal das Mittagsessen schon um 12:00 verteilt wird. Alles in allem hat sich das Krankenhaus in Walsrode sehr verschlechtert. Es wundert mich nun nicht mehr, wieso sich Keime ausbreiten können. Für ein Krankenhaus ein Armutszeugnis.']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'weniger zufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'weniger zufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden', '', '', '']"
Heidekreis-Klinikum GmbH - Krankenhaus Walsrode,Professionell und freundlich,Verstoß melden,20.05.2019,"['Ich war insbesondere mit dem Team von Dr. Halil Yasar sehr zufrieden. Alle waren freundlich und zuvorkommend. ', 'Die freundliche Art im Krankenhaus hat mir den Aufenthalt leichter gemacht.', 'Friedrich Schramm, 65329 Hohenstein']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
Heidekreis-Klinikum GmbH - Krankenhaus Walsrode,Verärgert,Verstoß melden,14.04.2019,['Die Schwester in der Notaufnahme sind sehr unfreundlich schicken einen von einem Warteraum zum anderen und wenn man was sagt wird man auch noch frech angemacht  das geht garnicht  ich weiß das es die Schwester nicht einfach haben aber ein bisschen Respekt kann man schon erwarten und wenn die Schwestern dann auch noch zu Zeit auf die Toilette gehen und da über die Patienten ab lästern das geht echt zu weit haben dann fast vier Stunden da gewartet und es ist nichts passiert wollten dann mal mit einer Schwester reden haben aber leider keine gefunden sind dann nach vorne zur Information und haben gesagt das wir gehen weil das ist uns dann doch echt zu blöd haben uns ein anderes Krankenhaus gesucht in den worden wir mit Respekt behandelt und waren nach einer guten Stunde da fertig'],"['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden (Können es nicht beurteilen weil es ja kein Kontakt gab)', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'unzufrieden', '', '', '']"
Heidekreis-Klinikum GmbH - Krankenhaus Walsrode,Entbindung,Entbindung,16.03.2019,"['Absolut empfehlenswert. Werde auch das zweite Kind völlig entspannt in netter, freundlicher und auch schöner Atmosphäre entbinden.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
Heidekreis-Klinikum GmbH - Krankenhaus Walsrode,Entschuldigung,Heppi3,08.03.2019,['Entschuldige mich für die Zeilen von gestern. Habe erst jetzt die Hintergründe erfahren. Man ist zu schnell mit Vorurteilen. Entschuldigung nochmal.'],"['', '', 'Gesamtzufriedenheit:', 'weniger zufrieden', '', 'Qualität der Beratung:', 'zufrieden', '', 'Mediz. Behandlung:', 'weniger zufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden', '', '', '']"
Heidekreis-Klinikum GmbH - Krankenhaus Walsrode,Gemein,Heppi3,07.03.2019,[' '],"['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'unzufrieden', '', 'Mediz. Behandlung:', 'unzufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden', '', '', '']"
Heidekreis-Klinikum GmbH - Krankenhaus Walsrode,Einfach klasse!!!,Handchirurgie,09.01.2019,"['Ich musste nach einem Bruch des Mittelhandknochens operiert werden. Von der Erstanamnese bis nach der OP bin ich vollkommen zufrieden mit dieser Klinik in dem Bereich der Handchirurgie. Das Personal in der Aufnahme, die Schwestern und der Empfang waren super freundlich. Auch vor und nach der OP fühlte ich mich rundum wohl. Ich hatte Angst und war ziemlich aufgeregt, diese wurde mir sehr einfühlsam und verständnisvoll genommen.', 'Auch von den Ärzten, Narkosearzt, Chirurg etc. gibt es nur Positives zu berichten. Ich wurde aufgeklärt, geduldig wurden meine Fragen beantwortet und die gesamte OP mit einer Plexusanästhesie war sehr, sehr achtsam. Zu keinem Zeitpunkt habe ich mich alleine gefühlt. Die Narbe sieht nach 5 Tagen schon richtig gut aus. Jetzt hoffe ich auf einen komplikationsfreien Heilungsverlauf. Ein großes Dankeschön an alle, die mich betreut und behandelt haben !!!!!']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
Heidekreis-Klinikum GmbH - Krankenhaus Walsrode,Erstklassige Betreuung zur geplanten OP,Chirurgie,25.10.2018,"['Kurzfristig Termine bekommen ', 'Verständliche Erläuterung in allen Abteilungen wie in meinem Fall zur geplanten  OP', 'sehr nettes Klinikpersonal ', 'erstklassig Betreuung nach der ambulanten OP']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
Heidekreis-Klinikum GmbH - Krankenhaus Walsrode,Blindarm,Chirurgie,15.09.2018,['Also ich war mit meinem behinderten Sohn da(22Jahre).Notaufnahme 2 Tage hintereinander und dann Aufnahme und Op. Ich habe nur nette Ärzte und Schwestern gehabt. Sehr fürsorglich. Habe gleich ein Bett mit bekommen. Was es in Rotenburg nicht angeboten wird. Ich hab mich sehr wohl und gut aufgehoben gefühlt.'],"['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'sehr zufrieden', '', '', '']"
Heidekreis-Klinikum GmbH - Krankenhaus Walsrode,Super Betreuung!,Frauen,14.09.2018,"['Der einzige Minuspunkt waren die 1 1/2 Stunden Wartezeit vor der geplanten OP.Wurde allerdings damit erklärt,dass,wenn Patienten kurzfristig absagen,der Op Betrieb keinen Leerlauf vertragen kann. Sehe ich ein!', 'Ansonsten lief alles perfekt.Sonst war mir nach jeder Narkose übel,diesmal nicht!Ich wurde danach von einer Schwester,die wirklich viel zu tun hatte, prima betreut. Das Abschlussgespräch mit dem Arzt war auch informativ und ich hatte keine Wartezeit.', 'Ich würde mich dort immer wieder operieren lassen!']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'sehr zufrieden (auch jede zusätzliche Frage wird ausführlich und verständlich beantwortet)', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'weniger zufrieden (1 1/2 Stunden Wartezeit auf Op...wurde allerdings erklärt,ist aber trotzdem nervig)', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
Heidekreis-Klinikum GmbH - Krankenhaus Walsrode,Wartezeit,Bartdi01,05.09.2018,"['Leider muss man immer wieder feststellen, das die Arbeitsgeschwindigkeit in diesem Krankenhaus extrem zu wünschen überlässt. Man kann kommen wann man will, Wartezimmer voll oder leer ist. Hier bewegt sich nix. Man kommt um kurz nach acht hier an, Wartezimmer leer, Schwestern trinken Kaffee, also kein Stress.......', 'Und man wartet und wartet.', 'Und am besten ist die Anzeige im Wartezimmer, steht schon beim ankommen auf 110min. Wie gesagt, kein Mensch hier.....', 'Das kann nur ein Witz sein.']","['', '', 'Gesamtzufriedenheit:', 'unzufrieden', '', 'Qualität der Beratung:', 'zufrieden', '', 'Mediz. Behandlung:', 'zufrieden', '', 'Verwaltung und Abläufe:', 'unzufrieden', '', 'Ausstattung und Gestaltung:', 'zufrieden', '', '', '']"
Heidekreis-Klinikum GmbH - Krankenhaus Walsrode,Selbstbestimmte Geburt Fehlanzeige!,Entbindung,29.07.2018,"['Die Geburt verlief zunächst normal ctg unauffällig.', '', 'Da es nicht so voran ging bot mir die Hebamme ein angeblich harmloses Schmerzmittel an, danach ging nix mehr ich hab zwei Stunden da gesessen und War wie in Trance', 'Das hat auch anscheinend nicht den Erfolg gehabt wie erwartet aber so richtig nachvollziehen konnte ich den Stress nicht ', 'Das ctg war immer noch gut', 'Weil ja nix vorrangig wurde mir eine pda angeboten, das ', 'war eigentlich eine ganz gute Entscheidung denn nun ging es voran ', 'Die Hebamme hat dann warum auch immer die Fruchtblase zerstört, das Wasser war wohl leicht grünlich aber keiner hatte es nötig mir mehr darüber zu sagen', 'Ich hatte zu diesem Zeitpunkt nicht das Gefühl das ich nicht zurechnungsfähig bin!', 'Irgendwie waren die Herztöne während der wehen dann wohl schlechter sagte mein Mann später mit mir hat niemand gesprochen ', 'Irgendwann wurde es den Ärzten wohl zu lange und sie haben mich gezwungen mich hinzulegen', 'Man hätte auch einfach mit mir sprechen können ist aber anscheinend nicht üblich', 'Dann hat mir die Hebamme die pda abgestellt damit ich mithelfen kann, aber wenn man da so liegt hat man nur wahnsinnige schmerzen und da wäre sie sicher eine große Hilfe gewesen!', 'Jedenfalls hat die Oberärztin das Kind per saugglocke geholt und mir mit ihrem scheiß gefummel noch mehr wehgetan!  Und meinte noch schlau ich muss jetzt drücken. Zu allem übel hat sie mir noch einen Dammschnitt verpasst, der auch auch jetzt 3 Monate später noch nicht zugegangen ist weil die naht wieder aufgegangen ist!', 'Eine andere Ärztin hat obwohl ich protestiert habe den kristeller Handgriff angewendet und als unser Baby dann da war hatte ich nicht mal die Möglichkeit es zu bekommen weil der Kinderarzt unbedingt die U1 machen musste ......', 'Ich habe hinterher nicht die Möglichkeit bekommen mit der Ärztin zu sprechen warum alles so beschissen lief', 'Zum Glück haben wir ein gesundes Baby aber es wäre sicher auch in einem Geburtshaus gesund und vor allem ohne Stress auf die Welt gekommen!']","['', '', 'Gesamtzufriedenheit:', 'weniger zufrieden (Die Schwestern sind toll aber über die  Ärzte und Hebammen bin ich sehr böse!)', '', 'Qualität der Beratung:', 'unzufrieden (Während der Geburt gab es keine Beratung! Mir wurden nur Schmerzmittel angeboten die ich aber eigentlich nicht wollte und mir wurde ein Zugang gelegt, da wurde überhaupt nicht gefragt und dann war er so schlecht gelegt das er schmerzte!)', '', 'Mediz. Behandlung:', 'unzufrieden (Ich war vor der Entbindung 3 mal wegen Terminüberschreitung dort, da hatte ich eigentlich Eingang gutes Gefühl, die Geburt selbst war total chaotisch und für uns drei ein sehr erschreckendes Erlebnis an dem wir leider noch lange zu knabbern haben werde)', '', 'Verwaltung und Abläufe:', 'unzufrieden (Das Familienzimmer wurde  uns zwei mal berechnet einmal haben wir es vor Ort gleich bezahlt und dann kam nach einer Woche eine Zahlungsaufforderung zu uns nach hause)', '', 'Ausstattung und Gestaltung:', 'zufrieden (Patientenzimmer und Kreißsaal sind sehr schön)', '', '', '']"
Heidekreis-Klinikum GmbH - Krankenhaus Walsrode,Kleinkind,Kindermedizin,20.07.2018,"['Die Schwestern, die Dame für das Essen und die Reinigungskraft waren durch und durch sehr bemüht und hilfsbereit.', 'Wirklich!!! Ich war sehr positiv überrascht und wir haben uns sehr gut aufgehoben gefühlt.', '', 'Die Schwestern tun mir wirklich leid. So viel Arbeit und zu wenig Personal. Gerade Spät- und vor allem Nachtschicht. Trotzdem waren sie immer da und nett.', '', 'Auch die Ärzte waren sehr nett und hatten immer ein offenes Ohr für unsere Sorgen.', 'Auch dort ist ab Spätschicht der Personalschlüssel eine Katastrophe. Trotzdem auch dort immer nett und da für uns wenn nötig.']","['', '', 'Gesamtzufriedenheit:', 'sehr zufrieden', '', 'Qualität der Beratung:', 'zufrieden', '', 'Mediz. Behandlung:', 'sehr zufrieden', '', 'Verwaltung und Abläufe:', 'sehr zufrieden', '', 'Ausstattung und Gestaltung:', 'weniger zufrieden', '', '', '']"
